time,累计流量(立方米),化学需氧量(毫克/升)监测值,化学需氧量排放量（千克）,氨氮(毫克/升)监测值,氨氮排放量(千克),总氮(毫克/升)监测值,总氮排放量(千克),总磷(毫克/升)监测值,总磷排放量(千克),累计流量(立方米).1,pH监测最小值,pH监测平均值,pH监测最大值,化学需氧量(毫克/升)监测值.1,化学需氧量排放量（千克）.1,氨氮(毫克/升)监测值.1,氨氮排放量（千克）,总氮(毫克/升)监测值.1,总氮排放量（千克）,总磷(毫克/升)监测值.1,总磷排放量（千克）,水温(摄氏度)监测最小值,水温(摄氏度)监测平均值,水温(摄氏度)监测最大值,anomaly
2024-02-22 07,890.481,226,201.249,8,7.124,29.336,26.123,2.54,2.262,914.519,7.052,7.052,7.052,10,9.145,1.38,1.262,7.388,6.756,0.15,0.137,17.827,17.827,17.827,
2024-02-22 06,938.038,226,211.997,8,7.504,29.336,27.518,2.54,2.383,938.049,7.039,7.039,7.039,10,9.38,1.38,1.295,7.388,6.93,0.15,0.141,17.825,17.825,17.825,
2024-02-22 05,942.45,251,236.555,6.81,6.418,23.856,22.483,2.52,2.375,937.267,7.058,7.058,7.058,8,7.498,1.6,1.5,7.536,7.063,0.16,0.15,17.793,17.793,17.793,
2024-02-22 04,945.763,251,237.387,6.81,6.441,23.856,22.562,2.52,2.383,935.251,7.043,7.043,7.043,8,7.482,1.6,1.496,7.536,7.048,0.16,0.15,17.796,17.796,17.796,
2024-02-22 03,929.672,554,515.038,8.51,7.912,50.328,46.789,2.29,2.129,929.009,7.045,7.045,7.045,6,5.574,1.26,1.171,7.409,6.883,0.15,0.139,17.799,17.799,17.799,
2024-02-22 02,902.366,554,499.911,8.51,7.679,50.328,45.414,2.29,2.066,907.057,7.036,7.036,7.036,6,5.442,1.26,1.143,7.409,6.72,0.15,0.136,17.732,17.732,17.732,
2024-02-22 01,919.708,235,216.131,7.68,7.063,25.664,23.603,2.21,2.033,776.311,7.044,7.044,7.044,5,3.882,1.48,1.149,7.421,5.761,0.16,0.124,17.688,17.688,17.688,
2024-02-22 00,669.795,235,157.402,7.68,5.144,25.664,17.19,2.21,1.48,175.572,7.093,7.093,7.093,5,0.878,1.48,0.26,7.421,1.303,0.16,0.028,17.763,17.763,17.763,
2024-02-21 23,356.629,275,98.073,7.28,2.596,42.655,15.212,2.19,0.781,594.319,7.1,7.1,7.1,10,5.943,1.26,0.749,7.372,4.381,0.14,0.083,17.76,17.76,17.76,
2024-02-21 22,849.494,275,233.611,7.28,6.184,42.655,36.235,2.19,1.86,779.394,7.095,7.095,7.095,10,7.794,1.26,0.982,7.372,5.746,0.14,0.109,17.795,17.795,17.795,
2024-02-21 21,832.174,280,233.009,7.01,5.834,64.701,53.842,2.02,1.681,779.057,7.103,7.103,7.103,5,3.895,1.51,1.176,7.545,5.878,0.15,0.117,17.83,17.83,17.83,
2024-02-21 20,797.781,280,223.379,7.01,5.592,64.701,51.617,2.02,1.612,808.507,7.077,7.077,7.077,5,4.043,1.51,1.221,7.545,6.1,0.15,0.121,17.9,17.9,17.9,
2024-02-21 19,833.833,218,181.776,7.77,6.479,45.019,37.538,1.87,1.559,806.706,7.117,7.117,7.117,6,4.84,1.64,1.323,7.264,5.86,0.16,0.129,17.969,17.969,17.969,
2024-02-21 18,799.518,218,174.295,7.77,6.212,45.019,35.993,1.87,1.495,783.367,7.11,7.11,7.11,6,4.7,1.64,1.285,7.264,5.69,0.16,0.125,18.071,18.071,18.071,
2024-02-21 17,753.141,297,223.683,8.01,6.033,3.394,2.556,2.24,1.687,706.758,7.073,7.073,7.073,9,6.361,1.34,0.947,7.281,5.146,0.14,0.099,18.137,18.137,18.137,
2024-02-21 16,723.532,297,214.889,8.01,5.795,3.394,2.456,2.24,1.621,760.813,7.064,7.064,7.064,9,6.847,1.34,1.019,7.281,5.539,0.14,0.107,18.236,18.236,18.236,
2024-02-21 15,865.434,236,204.242,6.71,5.807,37.412,32.378,2.27,1.965,850.424,7.06,7.06,7.06,6,5.103,1.3,1.106,7.307,6.214,0.13,0.111,18.169,18.169,18.169,
2024-02-21 14,880.833,236,207.877,6.71,5.91,37.412,32.954,2.27,1.999,865.858,7.068,7.068,7.068,6,5.195,1.3,1.126,7.307,6.327,0.13,0.113,18.207,18.207,18.207,
2024-02-21 13,879.965,210,184.793,6.9,6.072,53.351,46.947,2.04,1.795,886.938,7.081,7.081,7.081,9,7.982,1.19,1.055,7.062,6.264,0.14,0.124,18.201,18.201,18.201,
2024-02-21 12,889.116,210,186.714,6.9,6.135,53.351,47.435,2.04,1.814,944.855,7.092,7.092,7.092,9,8.504,1.19,1.124,7.062,6.673,0.14,0.132,18.236,18.236,18.236,
2024-02-21 11,911.706,401,365.594,7.95,7.248,42.072,38.357,2.68,2.443,971.98,7.106,7.106,7.106,12,11.664,1.38,1.341,6.678,6.491,0.12,0.117,18.272,18.272,18.272,
2024-02-21 10,896.795,401,359.615,7.95,7.13,42.072,37.73,2.68,2.403,964.99,7.132,7.132,7.132,12,11.58,1.38,1.332,6.678,6.444,0.12,0.116,18.344,18.344,18.344,
2024-02-21 09,929.535,211,196.132,9.07,8.431,70.863,65.87,2.39,2.222,894.758,7.137,7.137,7.137,7,6.263,1.32,1.181,6.484,5.802,0.13,0.116,18.416,18.416,18.416,
2024-02-21 08,967.359,211,204.113,9.07,8.774,70.863,68.55,2.39,2.312,874.795,7.145,7.145,7.145,7,6.124,1.32,1.155,6.484,5.672,0.13,0.114,18.481,18.481,18.481,
2024-02-21 07,1050.751,251,263.738,6.33,6.651,54.917,57.704,2.14,2.249,813.34,7.157,7.157,7.157,8,6.507,1.25,1.017,6.595,5.364,0.14,0.114,18.613,18.613,18.613,
2024-02-21 06,1024.004,251,257.025,6.33,6.482,54.917,56.235,2.14,2.191,803.7,7.155,7.155,7.155,8,6.43,1.25,1.005,6.595,5.3,0.14,0.113,18.687,18.687,18.687,
2024-02-21 05,969.972,406,393.809,9.53,9.244,35.225,34.167,2.56,2.483,853.943,7.127,7.127,7.127,8,6.832,1.4,1.196,6.682,5.706,0.12,0.102,18.758,18.758,18.758,
2024-02-21 04,992.031,406,402.765,9.53,9.454,35.225,34.944,2.56,2.54,871.823,7.15,7.15,7.15,8,6.975,1.4,1.221,6.682,5.826,0.12,0.105,18.788,18.788,18.788,
2024-02-21 03,964.652,239,230.552,9.25,8.923,68.794,66.362,2.81,2.711,854.96,7.137,7.137,7.137,6,5.13,0.75,0.641,6.732,5.756,0.13,0.111,18.852,18.852,18.852,
2024-02-21 02,896.448,239,214.251,9.25,8.292,68.794,61.67,2.81,2.519,880.372,7.136,7.136,7.136,6,5.282,0.75,0.66,6.732,5.927,0.13,0.114,18.886,18.886,18.886,
2024-02-21 01,905.892,235,212.885,10.21,9.249,45.195,40.942,2.95,2.672,853.233,7.105,7.105,7.105,6,5.119,0.95,0.811,6.921,5.905,0.15,0.128,18.959,18.959,18.959,
2024-02-21 00,503.948,235,118.428,10.21,5.145,45.195,22.776,2.95,1.487,312.011,7.035,7.035,7.035,6,1.872,0.95,0.296,6.921,2.159,0.15,0.047,19.101,19.101,19.101,
2024-02-20 23,256.889,464,119.197,10.01,2.571,30.476,7.829,2.52,0.647,804.234,7.156,7.156,7.156,6,4.825,0.48,0.386,7.231,5.815,0.16,0.129,19.064,19.064,19.064,
2024-02-20 22,882.026,464,409.26,10.01,8.829,30.476,26.881,2.52,2.223,895.745,7.097,7.097,7.097,6,5.374,0.48,0.43,7.231,6.477,0.16,0.143,19.138,19.138,19.138,
2024-02-20 21,874.996,220,192.499,9.68,8.47,30.807,26.956,2.92,2.555,873.68,7.076,7.076,7.076,8,6.989,1.12,0.979,7.094,6.198,0.15,0.131,19.211,19.211,19.211,
2024-02-20 20,879.224,220,193.429,9.68,8.511,30.807,27.086,2.92,2.567,904.692,7.06,7.06,7.06,8,7.238,1.12,1.013,7.094,6.418,0.15,0.136,19.286,19.286,19.286,
2024-02-20 19,884.488,249,220.238,9.73,8.606,38.117,33.714,2.96,2.618,879.887,7.01,7.01,7.01,8,7.039,0.43,0.378,7.152,6.293,0.16,0.141,19.354,19.354,19.354,故障 - 自动监测设备故障 
2024-02-20 18,894.347,249,222.692,9.73,8.702,38.117,34.09,2.96,2.647,873.366,7.004,7.004,7.004,8,6.987,0.43,0.376,7.152,6.246,0.16,0.14,19.495,19.495,19.495,故障 - 自动监测设备故障 
2024-02-20 17,901.914,248,223.675,9.94,8.965,39.892,35.979,2.56,2.309,878.161,7.014,7.014,7.014,7,6.147,0.48,0.422,7.152,6.281,0.14,0.123,19.637,19.637,19.637,故障 - 自动监测设备故障 
2024-02-20 16,905.996,248,224.687,9.94,9.006,39.892,36.142,2.56,2.319,874.603,7.003,7.003,7.003,7,6.122,0.48,0.42,7.152,6.255,0.14,0.122,19.774,19.774,19.774,故障 - 自动监测设备故障 
2024-02-20 15,912.859,288,262.903,10.26,9.366,38.173,34.847,3.17,2.894,887.993,7.009,7.009,7.009,7,6.216,0.79,0.702,7.152,6.351,0.15,0.133,19.882,19.882,19.882,
2024-02-20 14,900.001,288,259.2,10.26,9.234,38.173,34.356,3.17,2.853,891.285,7.004,7.004,7.004,7,6.239,0.79,0.704,7.152,6.374,0.15,0.134,20.036,20.036,20.036,
2024-02-20 13,894.461,565,505.37,11.07,9.902,44.554,39.852,3.34,2.987,854.111,7.019,7.019,7.019,9,7.687,0.76,0.649,7.01,5.987,0.17,0.145,20.203,20.203,20.203,
2024-02-20 12,915.328,565,517.16,11.07,10.133,44.554,40.782,3.34,3.057,851.575,7.04,7.04,7.04,9,7.664,0.76,0.647,7.01,5.97,0.17,0.145,20.27,20.27,20.27,
2024-02-20 11,751.424,264,198.376,11.9,8.942,38.643,29.037,3.72,2.795,622.059,7.038,7.038,7.038,13,8.087,0.43,0.267,7.077,4.402,0.15,0.093,20.311,20.311,20.311,
2024-02-20 10,900.253,264,237.667,11.9,10.713,38.643,34.788,3.72,3.349,854.173,7.037,7.037,7.037,13,11.104,0.43,0.367,7.077,6.045,0.15,0.128,20.352,20.352,20.352,
2024-02-20 09,906.623,238,215.776,11.98,10.861,42.442,38.479,3.75,3.4,883.574,7.026,7.026,7.026,13,11.486,0.6,0.53,6.819,6.025,0.14,0.124,20.38,20.38,20.38,
2024-02-20 08,899.735,238,214.137,11.98,10.779,42.442,38.187,3.75,3.374,878.976,7.06,7.06,7.06,13,11.427,0.6,0.527,6.819,5.994,0.14,0.123,20.448,20.448,20.448,
2024-02-20 07,902.319,231,208.436,13.58,12.253,34.57,31.193,3.91,3.528,875.43,7.065,7.065,7.065,9,7.879,0.93,0.814,6.758,5.916,0.16,0.14,20.515,20.515,20.515,
2024-02-20 06,895.144,231,206.778,13.58,12.156,34.57,30.945,3.91,3.5,873.474,7.09,7.09,7.09,9,7.861,0.93,0.812,6.758,5.903,0.16,0.14,20.554,20.554,20.554,
2024-02-20 05,903.39,228,205.973,13.46,12.16,33.096,29.899,4.52,4.083,887.997,7.123,7.123,7.123,7,6.216,1.13,1.003,6.693,5.943,0.12,0.107,20.59,20.59,20.59,
2024-02-20 04,903.679,228,206.039,13.46,12.164,33.096,29.908,4.52,4.085,898.94,7.124,7.124,7.124,7,6.293,1.13,1.016,6.693,6.017,0.12,0.108,20.63,20.63,20.63,
2024-02-20 03,919.513,230,211.488,13.95,12.827,36.179,33.267,4.33,3.981,915.668,7.15,7.15,7.15,10,9.157,0.89,0.815,6.653,6.092,0.15,0.137,20.702,20.702,20.702,
2024-02-20 02,933.084,230,214.609,13.95,13.017,36.179,33.758,4.33,4.04,920.758,7.162,7.162,7.162,10,9.208,0.89,0.819,6.653,6.126,0.15,0.138,20.699,20.699,20.699,
2024-02-20 01,953.59,233,222.186,14.42,13.751,36.532,34.837,4.53,4.32,884.954,7.135,7.135,7.135,7,6.195,0.47,0.416,6.867,6.077,0.14,0.124,20.735,20.735,20.735,
2024-02-20 00,597.855,233,139.3,14.42,8.621,36.532,21.841,4.53,2.708,165.293,7.13,7.13,7.13,7,1.157,0.47,0.078,6.867,1.135,0.14,0.023,20.807,20.807,20.807,
2024-02-19 23,476.945,420,200.317,14.23,6.787,32.599,15.548,4.68,2.232,729.85,7.186,7.186,7.186,8,5.839,0.82,0.598,6.884,5.024,0.15,0.109,20.799,20.799,20.799,
2024-02-19 22,947.707,420,398.037,14.23,13.486,32.599,30.894,4.68,4.435,891.684,7.123,7.123,7.123,8,7.133,0.82,0.731,6.884,6.138,0.15,0.134,20.906,20.906,20.906,
2024-02-19 21,946.865,294,278.378,14.65,13.872,34.616,32.777,3.09,2.926,962.199,7.098,7.098,7.098,10,9.622,0.66,0.635,6.704,6.451,0.16,0.154,20.979,20.979,20.979,
2024-02-19 20,951.315,294,279.687,14.65,13.937,34.616,32.931,3.09,2.94,929.295,7.083,7.083,7.083,10,9.293,0.66,0.613,6.704,6.23,0.16,0.149,21.014,21.014,21.014,
2024-02-19 19,951.935,266,253.215,14.54,13.841,32.806,31.229,5.06,4.817,953.363,7.039,7.039,7.039,11,10.487,0.85,0.81,6.775,6.459,0.15,0.143,21.092,21.092,21.092,
2024-02-19 18,900.806,266,239.614,14.54,13.098,32.806,29.552,5.06,4.558,973.407,7.002,7.002,7.002,11,10.707,0.85,0.827,6.775,6.595,0.15,0.146,21.156,21.156,21.156,
2024-02-19 17,909.089,226,205.454,15,13.636,29.035,26.395,4.03,3.664,970.081,6.967,6.967,6.967,9,8.731,0.89,0.863,7.018,6.808,0.14,0.136,21.233,21.233,21.233,
2024-02-19 16,916.668,226,207.167,15,13.75,29.035,26.615,4.03,3.694,925.797,6.962,6.962,6.962,9,8.332,0.89,0.824,7.018,6.497,0.14,0.13,21.303,21.303,21.303,
2024-02-19 15,921.894,243,224.02,14.97,13.801,29.357,27.064,4.73,4.361,978.12,6.987,6.987,6.987,14,13.694,0.97,0.949,6.906,6.755,0.13,0.127,21.371,21.371,21.371,
2024-02-19 14,943.853,243,229.356,14.97,14.129,29.357,27.709,4.73,4.464,966.358,7.016,7.016,7.016,14,13.529,0.97,0.937,6.906,6.674,0.13,0.126,21.408,21.408,21.408,
2024-02-19 13,929.405,228,211.904,15.58,14.48,30.169,28.039,4.58,4.257,937.014,7.034,7.034,7.034,10,9.37,0.88,0.825,6.722,6.299,0.15,0.141,21.442,21.442,21.442,
2024-02-19 12,974.159,228,222.108,15.58,15.177,30.169,29.389,4.58,4.462,913.465,7.061,7.061,7.061,10,9.135,0.88,0.804,6.722,6.14,0.15,0.137,21.475,21.475,21.475,
2024-02-19 11,792.35,230,182.24,15.26,12.091,32.56,25.799,4.73,3.748,640.358,7.067,7.067,7.067,12,7.684,0.9,0.576,6.726,4.307,0.13,0.083,21.512,21.512,21.512,
2024-02-19 10,937.83,230,215.701,15.26,14.311,32.56,30.536,4.73,4.436,872.232,7.064,7.064,7.064,12,10.467,0.9,0.785,6.726,5.867,0.13,0.113,21.542,21.542,21.542,
2024-02-19 09,927.156,229,212.319,15.12,14.019,32.924,30.526,4.14,3.838,893.202,7.068,7.068,7.068,10,8.932,0.85,0.759,6.741,6.021,0.15,0.134,21.544,21.544,21.544,
2024-02-19 08,942.052,229,215.73,15.12,14.244,32.924,31.016,4.14,3.9,902.95,7.096,7.096,7.096,10,9.03,0.85,0.768,6.741,6.087,0.15,0.135,21.533,21.533,21.533,
2024-02-19 07,931.31,245,228.171,15.14,14.1,30.897,28.775,3.41,3.176,808.406,7.087,7.087,7.087,10,8.084,1.02,0.825,6.873,5.556,0.14,0.113,21.503,21.503,21.503,
2024-02-19 06,832.687,245,204.008,15.14,12.607,30.897,25.728,3.41,2.839,775.251,7.127,7.127,7.127,10,7.753,1.02,0.791,6.873,5.328,0.14,0.109,21.515,21.515,21.515,
2024-02-19 05,852.768,242,206.37,14.03,11.964,29.868,25.47,3.75,3.198,823.687,7.1,7.1,7.1,10,8.237,0.58,0.478,6.796,5.598,0.15,0.124,21.539,21.539,21.539,
2024-02-19 04,842.745,242,203.944,14.03,11.824,29.868,25.171,3.75,3.16,866.109,7.098,7.098,7.098,10,8.661,0.58,0.502,6.796,5.886,0.15,0.13,21.576,21.576,21.576,
2024-02-19 03,867.689,238,206.51,13.54,11.749,30.013,26.042,3.74,3.245,899.027,7.096,7.096,7.096,9,8.091,0.84,0.755,6.835,6.145,0.14,0.126,21.576,21.576,21.576,
2024-02-19 02,902.579,238,214.814,13.54,12.221,30.013,27.089,3.74,3.376,908.521,7.073,7.073,7.073,9,8.177,0.84,0.763,6.835,6.21,0.14,0.127,21.574,21.574,21.574,
2024-02-19 01,938.952,453,425.345,12.68,11.906,30.647,28.776,3.27,3.07,853.734,7.085,7.085,7.085,11,9.391,0.54,0.461,6.93,5.916,0.15,0.128,21.577,21.577,21.577,
2024-02-19 00,688.037,453,311.681,12.68,8.724,30.647,21.086,3.27,2.25,247.736,7.07,7.07,7.07,11,2.725,0.54,0.134,6.93,1.717,0.15,0.037,21.609,21.609,21.609,
2024-02-18 23,457.899,218,99.822,11.25,5.151,30.448,13.942,3.46,1.584,683.199,7.132,7.132,7.132,11,7.515,0.8,0.547,6.645,4.54,0.14,0.096,21.611,21.611,21.611,
2024-02-18 22,908.754,218,198.108,11.25,10.223,30.448,27.67,3.46,3.144,980.325,7.041,7.041,7.041,11,10.784,0.8,0.784,6.645,6.514,0.14,0.137,21.64,21.64,21.64,
2024-02-18 21,972.387,414,402.568,11.35,11.037,30.007,29.178,3.69,3.588,952.529,7.009,7.009,7.009,11,10.478,0.83,0.791,6.875,6.549,0.15,0.143,21.675,21.675,21.675,
2024-02-18 20,884.368,414,366.128,11.35,10.038,30.007,26.537,3.69,3.263,824.277,7.01,7.01,7.01,11,9.067,0.83,0.684,6.875,5.667,0.15,0.124,21.712,21.712,21.712,
2024-02-18 19,862.632,251,216.521,12.15,10.481,29.562,25.501,2.71,2.338,836.979,6.974,6.974,6.974,13,10.881,0.81,0.678,6.902,5.777,0.18,0.151,21.742,21.742,21.742,
2024-02-18 18,832.614,251,208.986,12.15,10.116,29.562,24.614,2.71,2.256,841.127,6.927,6.927,6.927,13,10.935,0.81,0.681,6.902,5.805,0.18,0.151,21.776,21.776,21.776,
2024-02-18 17,835.385,425,355.039,11.58,9.674,30.35,25.354,2.97,2.481,804.581,6.893,6.893,6.893,6,4.827,0.82,0.66,6.786,5.46,0.16,0.129,21.809,21.809,21.809,
2024-02-18 16,838.658,425,356.43,11.58,9.712,30.35,25.453,2.97,2.491,806.56,6.895,6.895,6.895,6,4.839,0.82,0.661,6.786,5.473,0.16,0.129,21.803,21.803,21.803,
2024-02-18 15,838.046,262,219.568,12.88,10.794,31.096,26.06,2.94,2.464,815.061,6.96,6.96,6.96,8,6.52,0.58,0.473,6.744,5.497,0.15,0.122,21.77,21.77,21.77,
2024-02-18 14,824.587,262,216.042,12.88,10.621,31.096,25.641,2.94,2.424,826.499,7.019,7.019,7.019,8,6.612,0.58,0.479,6.744,5.574,0.15,0.124,21.669,21.669,21.669,
2024-02-18 13,865.235,265,229.287,15.48,13.394,33.181,28.709,3.57,3.089,824.282,7.041,7.041,7.041,12,9.891,0.6,0.495,6.664,5.493,0.17,0.14,21.568,21.568,21.568,
2024-02-18 12,897.9,265,237.943,15.48,13.899,33.181,29.793,3.57,3.206,828.912,7.052,7.052,7.052,12,9.947,0.6,0.497,6.664,5.524,0.17,0.141,21.536,21.536,21.536,
2024-02-18 11,387.723,224,86.85,16.21,6.285,33.699,13.066,3.06,1.186,527.494,7.105,7.105,7.105,10,5.275,0.86,0.454,6.52,3.439,0.15,0.079,21.498,21.498,21.498,
2024-02-18 10,723.424,224,162.047,16.21,11.727,33.699,24.379,3.06,2.214,743.431,7.036,7.036,7.036,10,7.434,0.86,0.639,6.52,4.847,0.15,0.112,21.498,21.498,21.498,
2024-02-18 09,866.664,251,217.533,16.18,14.023,32.557,28.216,4.21,3.649,856.529,7.071,7.071,7.071,11,9.422,0.79,0.677,6.455,5.529,0.14,0.12,21.465,21.465,21.465,
2024-02-18 08,834.584,251,209.481,16.18,13.504,32.557,27.172,4.21,3.514,830.802,7.072,7.072,7.072,11,9.139,0.79,0.656,6.455,5.363,0.14,0.116,21.471,21.471,21.471,
2024-02-18 07,823.101,247,203.306,15.96,13.137,34.123,28.087,3.66,3.013,893.546,7.104,7.104,7.104,12,10.723,0.98,0.876,6.529,5.834,0.16,0.143,21.472,21.472,21.472,
2024-02-18 06,966.385,247,238.697,15.96,15.424,34.123,32.976,3.66,3.537,975.25,7.046,7.046,7.046,12,11.703,0.98,0.956,6.529,6.367,0.16,0.156,21.468,21.468,21.468,
2024-02-18 05,960.072,239,229.457,16.2,15.553,31.95,30.674,3.49,3.351,912.079,7.036,7.036,7.036,11,10.033,0.98,0.894,6.684,6.096,0.14,0.128,21.431,21.431,21.431,
2024-02-18 04,948.102,239,226.596,16.2,15.359,31.95,30.292,3.49,3.309,916.998,7.051,7.051,7.051,11,10.087,0.98,0.899,6.684,6.129,0.14,0.128,21.431,21.431,21.431,
2024-02-18 03,930.608,242,225.207,14.78,13.754,30.952,28.804,3.77,3.508,911.47,7.025,7.025,7.025,10,9.115,0.85,0.775,6.944,6.329,0.15,0.137,21.399,21.399,21.399,
2024-02-18 02,907.768,242,219.68,14.78,13.417,30.952,28.097,3.77,3.422,861.21,7.014,7.014,7.014,10,8.612,0.85,0.732,6.944,5.98,0.15,0.129,21.362,21.362,21.362,
2024-02-18 01,888.471,232,206.125,14.25,12.661,34.02,30.226,3.39,3.012,838.127,7.02,7.02,7.02,11,9.219,0.71,0.595,7.018,5.882,0.14,0.117,21.332,21.332,21.332,
2024-02-18 00,650.072,232,150.817,14.25,9.264,34.02,22.115,3.39,2.204,221.835,7.015,7.015,7.015,11,2.44,0.71,0.158,7.018,1.557,0.14,0.031,21.301,21.301,21.301,
2024-02-17 23,437.76,253,110.753,13.43,5.879,32.767,14.344,3.97,1.738,671.08,7.019,7.019,7.019,11,7.382,0.86,0.577,6.819,4.576,0.17,0.114,21.26,21.26,21.26,
2024-02-17 22,813.97,253,205.934,13.43,10.932,32.767,26.671,3.97,3.231,771.879,7.023,7.023,7.023,11,8.491,0.86,0.664,6.819,5.263,0.17,0.131,21.297,21.297,21.297,
2024-02-17 21,772.911,228,176.224,13.35,10.318,33.285,25.726,3.47,2.682,744.324,7.065,7.065,7.065,8,5.955,0.85,0.633,6.876,5.118,0.16,0.119,21.367,21.367,21.367,
2024-02-17 20,800.961,228,182.619,13.35,10.693,33.285,26.66,3.47,2.779,758.941,7.055,7.055,7.055,8,6.072,0.85,0.645,6.876,5.218,0.16,0.121,21.396,21.396,21.396,
2024-02-17 19,808.482,239,193.227,14.02,11.335,32.56,26.324,3.6,2.911,757.384,7.017,7.017,7.017,6,4.544,1.01,0.765,6.815,5.162,0.15,0.114,21.463,21.463,21.463,
2024-02-17 18,809.214,239,193.402,14.02,11.345,32.56,26.348,3.6,2.913,797.015,7.054,7.054,7.054,6,4.782,1.01,0.805,6.815,5.432,0.15,0.12,21.523,21.523,21.523,
2024-02-17 17,809.292,231,186.946,13.4,10.845,32.66,26.431,3.6,2.913,838.631,7.065,7.065,7.065,8,6.709,0.96,0.805,6.695,5.615,0.17,0.143,21.561,21.561,21.561,
2024-02-17 16,815.902,231,188.473,13.4,10.933,32.66,26.647,3.6,2.937,853.087,7.048,7.048,7.048,8,6.825,0.96,0.819,6.695,5.711,0.17,0.145,21.548,21.548,21.548,
2024-02-17 15,823.444,535,440.543,13.38,11.018,40.857,33.643,0.03,0.025,859.684,7.061,7.061,7.061,12,10.316,0.83,0.714,6.731,5.787,0.15,0.129,21.481,21.481,21.481,
2024-02-17 14,860.625,535,460.434,13.38,11.515,40.857,35.163,0.03,0.026,902.024,7.009,7.009,7.009,12,10.824,0.83,0.749,6.731,6.072,0.15,0.135,21.382,21.382,21.382,
2024-02-17 13,849.26,233,197.878,12.48,10.599,50.357,42.766,2.65,2.251,895.701,7.046,7.046,7.046,10,8.957,0.98,0.878,6.651,5.957,0.14,0.125,21.208,21.208,21.208,
2024-02-17 12,841.824,233,196.145,12.48,10.506,50.357,42.392,2.65,2.231,872.882,7.092,7.092,7.092,10,8.729,0.98,0.855,6.651,5.806,0.14,0.122,21.069,21.069,21.069,
2024-02-17 11,860.607,313,269.37,13.44,11.567,47.652,41.01,2.93,2.522,821.546,7.061,7.061,7.061,9,7.394,0.94,0.772,6.539,5.372,0.17,0.14,20.862,20.862,20.862,
2024-02-17 10,841.789,313,263.48,13.44,11.314,47.652,40.113,2.93,2.466,737.93,7.119,7.119,7.119,9,6.641,0.94,0.694,6.539,4.825,0.17,0.125,20.724,20.724,20.724,
2024-02-17 09,817.87,266,217.553,13.85,11.328,38.071,31.137,3.76,3.075,780.055,7.152,7.152,7.152,10,7.801,1.04,0.811,6.589,5.14,0.15,0.117,20.621,20.621,20.621,
2024-02-17 08,829.529,266,220.655,13.85,11.489,38.071,31.581,3.76,3.119,820.055,7.134,7.134,7.134,10,8.201,1.04,0.853,6.589,5.403,0.15,0.123,20.587,20.587,20.587,
2024-02-17 07,841.746,218,183.501,13.56,11.414,35.982,30.288,3.13,2.635,801.354,7.132,7.132,7.132,11,8.815,0.91,0.729,6.547,5.246,0.13,0.104,20.583,20.583,20.583,
2024-02-17 06,814.567,218,177.576,13.56,11.046,35.982,29.31,3.13,2.55,793.595,7.166,7.166,7.166,11,8.73,0.91,0.722,6.547,5.196,0.13,0.103,20.621,20.621,20.621,
2024-02-17 05,830.921,251,208.561,13.62,11.317,36.393,30.24,3.59,2.983,797.751,7.133,7.133,7.133,11,8.775,0.52,0.415,5.609,4.475,0.16,0.128,20.627,20.627,20.627,
2024-02-17 04,786.767,251,197.479,13.62,10.716,36.393,28.633,3.59,2.824,758.067,7.149,7.149,7.149,11,8.339,0.52,0.394,5.609,4.252,0.16,0.121,20.657,20.657,20.657,
2024-02-17 03,799.884,233,186.373,12.8,10.239,43.37,34.691,3.49,2.792,775.118,7.138,7.138,7.138,11,8.526,0.8,0.62,6.815,5.282,0.15,0.116,20.659,20.659,20.659,
2024-02-17 02,812.035,233,189.204,12.8,10.394,43.37,35.218,3.49,2.834,789.626,7.091,7.091,7.091,11,8.686,0.8,0.632,6.815,5.381,0.15,0.118,20.659,20.659,20.659,
2024-02-17 01,825.429,329,271.566,11.35,9.369,41.492,34.249,2.99,2.468,804.749,7.108,7.108,7.108,8,6.438,0.23,0.185,7.02,5.649,0.16,0.129,20.656,20.656,20.656,
2024-02-17 00,683.315,329,224.811,11.35,7.756,41.492,28.352,2.99,2.043,274.592,7.104,7.104,7.104,8,2.197,0.23,0.063,7.02,1.928,0.16,0.044,20.689,20.689,20.689,
2024-02-16 23,408.508,266,108.663,10.05,4.106,35.393,14.458,2.85,1.164,679.123,7.119,7.119,7.119,12,8.149,0.75,0.509,6.805,4.621,0.15,0.102,20.723,20.723,20.723,
2024-02-16 22,681.094,266,181.171,10.05,6.845,35.393,24.106,2.85,1.941,653.053,7.107,7.107,7.107,12,7.837,0.75,0.49,6.805,4.444,0.15,0.098,20.76,20.76,20.76,
2024-02-16 21,660.033,419,276.554,10.56,6.97,35.948,23.727,3.1,2.046,647.809,7.117,7.117,7.117,7,4.535,0.55,0.356,6.663,4.316,0.17,0.11,20.833,20.833,20.833,
2024-02-16 20,656.289,419,274.985,10.56,6.93,35.948,23.592,3.1,2.034,638.464,7.143,7.143,7.143,7,4.469,0.55,0.351,6.663,4.254,0.17,0.109,20.901,20.901,20.901,
2024-02-16 19,648.675,283,183.575,10.7,6.941,36.214,23.491,2.59,1.68,633.651,7.143,7.143,7.143,10,6.337,0.44,0.279,6.793,4.304,0.15,0.095,20.973,20.973,20.973,
